name:ID(strain_admin2),:LABEL
Heinsberg District,Admin2
Sonoma County,Admin2
Solano County,Admin2
San Diego County,Admin2
Orange County,Admin2
Nassau County,Admin2
King County,Admin2
Snohomish County,Admin2
Pierce County,Admin2
